patient_id,pre_contrast_phase,peak_enhancement_phase,selected_slice,peak_mean_intensity,normalisation_mean,normalisation_std,normalisation_source,phase_intensities
ISPY1_1165,0,2,46,3544.90234375,107.41197111387145,219.96180796527074,global,Phase 0: 983.06; Phase 1: 3201.85; Phase 2: 3544.90; Phase 3: 3513.42; Phase 4: 3452.48; Phase 5: 3372.83
ISPY1_1166,0,2,32,145.5469207763672,107.41197111387145,219.96180796527074,global,Phase 0: 49.60; Phase 1: 122.76; Phase 2: 145.55
ISPY1_1167,0,3,194,291.5946044921875,107.41197111387145,219.96180796527074,global,Phase 0: 155.28; Phase 1: 270.50; Phase 2: 284.98; Phase 3: 291.59
ISPY1_1168,0,1,23,97.40325164794922,107.41197111387145,219.96180796527074,global,Phase 0: 46.86; Phase 1: 97.40; Phase 2: 95.05
ISPY1_1169,0,1,16,223.83413696289062,107.41197111387145,219.96180796527074,global,Phase 0: 89.39; Phase 1: 223.83; Phase 2: 205.81
ISPY1_1171,0,1,43,156.8244171142578,107.41197111387145,219.96180796527074,global,Phase 0: 70.76; Phase 1: 156.82; Phase 2: 152.19
ISPY1_1172,0,2,35,119.86213684082031,107.41197111387145,219.96180796527074,global,Phase 0: 39.26; Phase 1: 110.96; Phase 2: 119.86
ISPY1_1173,0,2,26,1657.9571533203125,107.41197111387145,219.96180796527074,global,Phase 0: 473.38; Phase 1: 1582.23; Phase 2: 1657.96; Phase 3: 1652.32
ISPY1_1174,0,1,31,157.58877563476562,107.41197111387145,219.96180796527074,global,Phase 0: 45.46; Phase 1: 157.59; Phase 2: 154.40
ISPY1_1175,0,2,34,195.9207763671875,107.41197111387145,219.96180796527074,global,Phase 0: 59.53; Phase 1: 185.40; Phase 2: 195.92
ISPY1_1176,0,1,18,106.2763442993164,107.41197111387145,219.96180796527074,global,Phase 0: 30.26; Phase 1: 106.28; Phase 2: 101.84
ISPY1_1177,0,2,47,74.66419982910156,107.41197111387145,219.96180796527074,global,Phase 0: 33.60; Phase 1: 66.88; Phase 2: 74.66
ISPY1_1179,0,2,26,122.34791564941406,107.41197111387145,219.96180796527074,global,Phase 0: 55.86; Phase 1: 120.92; Phase 2: 122.35
ISPY1_1180,0,1,14,2031.79052734375,107.41197111387145,219.96180796527074,global,Phase 0: 891.44; Phase 1: 2031.79; Phase 2: 1982.02; Phase 3: 1953.01
ISPY1_1181,0,2,27,208.23333740234375,107.41197111387145,219.96180796527074,global,Phase 0: 77.61; Phase 1: 205.75; Phase 2: 208.23
ISPY1_1182,0,1,202,399.0776062011719,107.41197111387145,219.96180796527074,global,Phase 0: 200.83; Phase 1: 399.08; Phase 2: 385.67; Phase 3: 372.70; Phase 4: 362.12; Phase 5: 358.27
ISPY1_1183,0,2,26,137.0901336669922,107.41197111387145,219.96180796527074,global,Phase 0: 54.76; Phase 1: 104.82; Phase 2: 137.09
ISPY1_1184,0,3,18,1855.6385498046875,107.41197111387145,219.96180796527074,global,Phase 0: 685.65; Phase 1: 1495.14; Phase 2: 1828.62; Phase 3: 1855.64; Phase 4: 1836.37; Phase 5: 1805.75
ISPY1_1185,0,2,44,124.5644760131836,107.41197111387145,219.96180796527074,global,Phase 0: 52.87; Phase 1: 124.24; Phase 2: 124.56
ISPY1_1187,0,1,32,232.14297485351562,107.41197111387145,219.96180796527074,global,Phase 0: 95.52; Phase 1: 232.14; Phase 2: 226.56
ISPY1_1188,0,1,23,132.31263732910156,107.41197111387145,219.96180796527074,global,Phase 0: 45.04; Phase 1: 132.31; Phase 2: 127.52; Phase 3: 122.11
ISPY1_1189,0,2,36,191.9516143798828,107.41197111387145,219.96180796527074,global,Phase 0: 108.31; Phase 1: 188.67; Phase 2: 191.95
ISPY1_1191,0,1,35,143.32391357421875,107.41197111387145,219.96180796527074,global,Phase 0: 36.47; Phase 1: 143.32; Phase 2: 112.36
ISPY1_1192,0,1,17,118.7173080444336,107.41197111387145,219.96180796527074,global,Phase 0: 39.43; Phase 1: 118.72; Phase 2: 105.35
ISPY1_1193,0,2,26,187.60525512695312,107.41197111387145,219.96180796527074,global,Phase 0: 66.03; Phase 1: 173.52; Phase 2: 187.61
ISPY1_1194,0,2,26,85.89046478271484,107.41197111387145,219.96180796527074,global,Phase 0: 19.58; Phase 1: 83.77; Phase 2: 85.89
ISPY1_1196,0,2,25,154.6006317138672,107.41197111387145,219.96180796527074,global,Phase 0: 40.73; Phase 1: 137.46; Phase 2: 154.60; Phase 3: 139.98
ISPY1_1197,0,1,32,231.9481658935547,107.41197111387145,219.96180796527074,global,Phase 0: 121.20; Phase 1: 231.95; Phase 2: 229.61
ISPY1_1198,0,2,20,1694.712890625,107.41197111387145,219.96180796527074,global,Phase 0: 688.62; Phase 1: 1407.58; Phase 2: 1694.71
ISPY1_1199,0,2,27,136.19256591796875,107.41197111387145,219.96180796527074,global,Phase 0: 59.59; Phase 1: 132.94; Phase 2: 136.19
ISPY1_1201,0,2,21,216.25270080566406,107.41197111387145,219.96180796527074,global,Phase 0: 81.07; Phase 1: 193.72; Phase 2: 216.25
ISPY1_1202,0,2,20,125.3031234741211,107.41197111387145,219.96180796527074,global,Phase 0: 43.34; Phase 1: 120.07; Phase 2: 125.30
ISPY1_1203,0,1,21,267.0722961425781,107.41197111387145,219.96180796527074,global,Phase 0: 88.13; Phase 1: 267.07; Phase 2: 250.13
ISPY1_1204,0,2,41,185.5115966796875,107.41197111387145,219.96180796527074,global,Phase 0: 86.83; Phase 1: 174.50; Phase 2: 185.51
ISPY1_1207,0,2,32,177.4993438720703,107.41197111387145,219.96180796527074,global,Phase 0: 94.57; Phase 1: 169.94; Phase 2: 177.50
ISPY1_1208,0,2,31,129.80564880371094,107.41197111387145,219.96180796527074,global,Phase 0: 63.29; Phase 1: 114.81; Phase 2: 129.81
ISPY1_1209,0,1,36,129.62857055664062,107.41197111387145,219.96180796527074,global,Phase 0: 37.33; Phase 1: 129.63; Phase 2: 113.76
ISPY1_1210,0,2,28,304.59930419921875,107.41197111387145,219.96180796527074,global,Phase 0: 85.96; Phase 1: 280.99; Phase 2: 304.60
ISPY1_1212,0,1,27,2483.75048828125,107.41197111387145,219.96180796527074,global,Phase 0: 748.90; Phase 1: 2483.75; Phase 2: 2370.71; Phase 3: 2232.58; Phase 4: 2115.87; Phase 5: 2012.84
ISPY1_1215,0,5,42,2864.091796875,107.41197111387145,219.96180796527074,global,Phase 0: 1069.76; Phase 1: 2541.95; Phase 2: 2767.68; Phase 3: 2809.83; Phase 4: 2833.07; Phase 5: 2864.09
ISPY1_1216,0,2,26,157.04690551757812,107.41197111387145,219.96180796527074,global,Phase 0: 93.90; Phase 1: 137.69; Phase 2: 157.05
ISPY1_1217,0,2,34,2030.46875,107.41197111387145,219.96180796527074,global,Phase 0: 617.11; Phase 1: 1760.27; Phase 2: 2030.47
ISPY1_1218,0,2,24,162.27032470703125,107.41197111387145,219.96180796527074,global,Phase 0: 70.14; Phase 1: 146.57; Phase 2: 162.27
ISPY1_1219,0,1,35,788.4083862304688,107.41197111387145,219.96180796527074,global,Phase 0: 274.00; Phase 1: 788.41; Phase 2: 763.61
ISPY1_1220,0,2,46,197.6421661376953,107.41197111387145,219.96180796527074,global,Phase 0: 80.07; Phase 1: 189.37; Phase 2: 197.64
ISPY1_1221,0,2,28,154.15557861328125,107.41197111387145,219.96180796527074,global,Phase 0: 63.73; Phase 1: 133.57; Phase 2: 154.16
ISPY1_1222,0,2,17,114.12452697753906,107.41197111387145,219.96180796527074,global,Phase 0: 61.21; Phase 1: 104.99; Phase 2: 114.12
ISPY1_1223,0,1,41,295.7203063964844,107.41197111387145,219.96180796527074,global,Phase 0: 136.69; Phase 1: 295.72; Phase 2: 294.68
ISPY1_1224,0,1,26,214.03067016601562,107.41197111387145,219.96180796527074,global,Phase 0: 69.75; Phase 1: 214.03; Phase 2: 213.12
ISPY1_1225,0,1,37,452.7242126464844,107.41197111387145,219.96180796527074,global,Phase 0: 167.73; Phase 1: 452.72; Phase 2: 440.04
ISPY1_1226,0,1,39,70.93161010742188,107.41197111387145,219.96180796527074,global,Phase 0: 34.41; Phase 1: 70.93; Phase 2: 64.74
ISPY1_1227,0,2,46,152.28411865234375,107.41197111387145,219.96180796527074,global,Phase 0: 78.33; Phase 1: 123.96; Phase 2: 152.28
ISPY1_1228,0,2,194,1081.50439453125,107.41197111387145,219.96180796527074,global,Phase 0: 769.13; Phase 1: 1005.34; Phase 2: 1081.50
ISPY1_1229,0,2,26,74.59783935546875,107.41197111387145,219.96180796527074,global,Phase 0: 47.31; Phase 1: 66.14; Phase 2: 74.60
ISPY1_1230,0,1,9,280.6094665527344,107.41197111387145,219.96180796527074,global,Phase 0: 100.07; Phase 1: 280.61; Phase 2: 264.11
ISPY1_1231,0,2,24,82.69330596923828,107.41197111387145,219.96180796527074,global,Phase 0: 34.17; Phase 1: 75.33; Phase 2: 82.69
ISPY1_1233,0,1,20,145.84426879882812,107.41197111387145,219.96180796527074,global,Phase 0: 45.33; Phase 1: 145.84; Phase 2: 136.03
ISPY1_1234,0,2,36,142.8853302001953,107.41197111387145,219.96180796527074,global,Phase 0: 44.58; Phase 1: 140.83; Phase 2: 142.89
ISPY1_1235,0,1,25,145.8819580078125,107.41197111387145,219.96180796527074,global,Phase 0: 45.61; Phase 1: 145.88; Phase 2: 138.62
ISPY1_1236,0,2,29,117.70668029785156,107.41197111387145,219.96180796527074,global,Phase 0: 50.65; Phase 1: 108.52; Phase 2: 117.71
ISPY1_1237,0,2,27,110.36035919189453,107.41197111387145,219.96180796527074,global,Phase 0: 44.09; Phase 1: 98.12; Phase 2: 110.36
ISPY1_1238,0,1,23,668.9322509765625,107.41197111387145,219.96180796527074,global,Phase 0: 183.67; Phase 1: 668.93; Phase 2: 575.96
ISPY1_1239,0,2,24,71.16954803466797,107.41197111387145,219.96180796527074,global,Phase 0: 36.59; Phase 1: 62.23; Phase 2: 71.17
ISPY2_100899,0,5,50,1599.0484619140625,107.41197111387145,219.96180796527074,global,Phase 0: 726.51; Phase 1: 1072.06; Phase 2: 1410.47; Phase 3: 1540.28; Phase 4: 1589.73; Phase 5: 1599.05
ISPY2_102011,0,2,40,785.66650390625,107.41197111387145,219.96180796527074,global,Phase 0: 420.55; Phase 1: 772.26; Phase 2: 785.67; Phase 3: 769.48; Phase 4: 749.17; Phase 5: 744.20
ISPY2_102212,0,4,37,1345.6038818359375,107.41197111387145,219.96180796527074,global,Phase 0: 606.22; Phase 1: 1081.52; Phase 2: 1298.04; Phase 3: 1331.03; Phase 4: 1345.60; Phase 5: 1331.26
ISPY2_103693,0,4,27,1639.8106689453125,107.41197111387145,219.96180796527074,global,Phase 0: 685.30; Phase 1: 1238.49; Phase 2: 1554.39; Phase 3: 1603.24; Phase 4: 1639.81; Phase 5: 1639.73
ISPY2_103939,0,4,32,419.9096984863281,107.41197111387145,219.96180796527074,global,Phase 0: 178.03; Phase 1: 386.22; Phase 2: 416.27; Phase 3: 418.51; Phase 4: 419.91; Phase 5: 413.70
ISPY2_104268,0,2,49,522.1221313476562,107.41197111387145,219.96180796527074,global,Phase 0: 129.40; Phase 1: 459.61; Phase 2: 522.12; Phase 3: 501.03; Phase 4: 479.25; Phase 5: 468.18
ISPY2_104384,0,5,35,132.11172485351562,107.41197111387145,219.96180796527074,global,Phase 0: 82.18; Phase 1: 109.81; Phase 2: 123.70; Phase 3: 128.61; Phase 4: 131.81; Phase 5: 132.11
ISPY2_105286,0,5,56,465.8080749511719,107.41197111387145,219.96180796527074,global,Phase 0: 209.48; Phase 1: 270.02; Phase 2: 401.61; Phase 3: 442.18; Phase 4: 463.26; Phase 5: 465.81
ISPY2_105513,0,2,90,503.8220520019531,107.41197111387145,219.96180796527074,global,Phase 0: 200.40; Phase 1: 439.33; Phase 2: 503.82; Phase 3: 502.36; Phase 4: 494.54; Phase 5: 492.39
ISPY2_107700,0,2,40,449.2857360839844,107.41197111387145,219.96180796527074,global,Phase 0: 231.20; Phase 1: 415.83; Phase 2: 449.29; Phase 3: 446.83; Phase 4: 443.05; Phase 5: 434.54
ISPY2_108939,0,3,63,294.822998046875,107.41197111387145,219.96180796527074,global,Phase 0: 142.12; Phase 1: 254.97; Phase 2: 288.88; Phase 3: 294.82; Phase 4: 293.61; Phase 5: 291.87
ISPY2_108969,0,5,45,447.14324951171875,107.41197111387145,219.96180796527074,global,Phase 0: 149.54; Phase 1: 322.04; Phase 2: 429.80; Phase 3: 444.70; Phase 4: 447.04; Phase 5: 447.14
ISPY2_109623,0,5,44,804.9066162109375,107.41197111387145,219.96180796527074,global,Phase 0: 500.31; Phase 1: 628.74; Phase 2: 751.43; Phase 3: 783.77; Phase 4: 790.30; Phase 5: 804.91
ISPY2_109874,0,5,60,1178.5538330078125,107.41197111387145,219.96180796527074,global,Phase 0: 446.95; Phase 1: 1013.35; Phase 2: 1167.31; Phase 3: 1154.10; Phase 4: 1177.67; Phase 5: 1178.55
ISPY2_109980,0,5,41,1896.00244140625,107.41197111387145,219.96180796527074,global,Phase 0: 827.67; Phase 1: 1060.07; Phase 2: 1715.12; Phase 3: 1842.23; Phase 4: 1894.82; Phase 5: 1896.00
ISPY2_111004,0,3,55,341.825927734375,107.41197111387145,219.96180796527074,global,Phase 0: 131.77; Phase 1: 310.37; Phase 2: 340.76; Phase 3: 341.83; Phase 4: 337.51; Phase 5: 331.22
ISPY2_111038,0,4,40,1248.514404296875,107.41197111387145,219.96180796527074,global,Phase 0: 647.66; Phase 1: 1031.38; Phase 2: 1174.85; Phase 3: 1219.30; Phase 4: 1248.51; Phase 5: 1238.40
ISPY2_111344,0,5,85,1866.2630615234375,107.41197111387145,219.96180796527074,global,Phase 0: 744.50; Phase 1: 986.92; Phase 2: 1743.38; Phase 3: 1830.88; Phase 4: 1854.04; Phase 5: 1866.26
ISPY2_111646,0,5,35,177.82447814941406,107.41197111387145,219.96180796527074,global,Phase 0: 80.12; Phase 1: 138.81; Phase 2: 161.06; Phase 3: 171.12; Phase 4: 177.04; Phase 5: 177.82
ISPY2_111674,0,5,45,256.9595642089844,107.41197111387145,219.96180796527074,global,Phase 0: 102.43; Phase 1: 179.68; Phase 2: 228.29; Phase 3: 245.07; Phase 4: 253.66; Phase 5: 256.96
ISPY2_111881,0,3,87,2215.39208984375,107.41197111387145,219.96180796527074,global,Phase 0: 1094.33; Phase 1: 2188.78; Phase 2: 2207.06; Phase 3: 2215.39; Phase 4: 2163.42; Phase 5: 2145.02
ISPY2_112606,0,3,91,555.8711547851562,107.41197111387145,219.96180796527074,global,Phase 0: 279.37; Phase 1: 441.57; Phase 2: 545.16; Phase 3: 555.87; Phase 4: 546.88; Phase 5: 539.47
ISPY2_114087,0,2,40,626.7271728515625,107.41197111387145,219.96180796527074,global,Phase 0: 198.80; Phase 1: 579.25; Phase 2: 626.73; Phase 3: 621.38; Phase 4: 610.39; Phase 5: 590.61
ISPY2_115638,0,5,76,342.37298583984375,107.41197111387145,219.96180796527074,global,Phase 0: 174.99; Phase 1: 252.68; Phase 2: 311.37; Phase 3: 319.37; Phase 4: 331.30; Phase 5: 342.37
ISPY2_115987,0,3,56,929.181884765625,107.41197111387145,219.96180796527074,global,Phase 0: 453.06; Phase 1: 872.73; Phase 2: 920.14; Phase 3: 929.18; Phase 4: 921.97; Phase 5: 908.70
ISPY2_116165,0,2,38,838.284912109375,107.41197111387145,219.96180796527074,global,Phase 0: 471.15; Phase 1: 805.20; Phase 2: 838.28; Phase 3: 803.25; Phase 4: 802.79; Phase 5: 789.69
ISPY2_116603,0,3,33,664.199462890625,107.41197111387145,219.96180796527074,global,Phase 0: 274.40; Phase 1: 566.87; Phase 2: 653.33; Phase 3: 664.20; Phase 4: 663.58; Phase 5: 660.50
ISPY2_117424,0,3,81,2769.026611328125,107.41197111387145,219.96180796527074,global,Phase 0: 1034.83; Phase 1: 2552.58; Phase 2: 2737.34; Phase 3: 2769.03; Phase 4: 2729.39; Phase 5: 2708.96
ISPY2_117707,0,2,21,501.58642578125,107.41197111387145,219.96180796527074,global,Phase 0: 142.90; Phase 1: 392.33; Phase 2: 501.59; Phase 3: 479.67; Phase 4: 458.81; Phase 5: 455.02
ISPY2_118307,0,5,25,966.3129272460938,107.41197111387145,219.96180796527074,global,Phase 0: 507.93; Phase 1: 858.37; Phase 2: 929.69; Phase 3: 945.90; Phase 4: 962.48; Phase 5: 966.31
ISPY2_119928,0,3,85,178.46923828125,107.41197111387145,219.96180796527074,global,Phase 0: 85.96; Phase 1: 157.02; Phase 2: 175.98; Phase 3: 178.47; Phase 4: 173.77; Phase 5: 173.53
ISPY2_120422,0,2,64,969.6740112304688,107.41197111387145,219.96180796527074,global,Phase 0: 277.09; Phase 1: 848.65; Phase 2: 969.67; Phase 3: 922.53; Phase 4: 886.39; Phase 5: 864.29
ISPY2_122287,0,4,80,1264.777587890625,107.41197111387145,219.96180796527074,global,Phase 0: 486.40; Phase 1: 901.23; Phase 2: 1219.85; Phase 3: 1246.52; Phase 4: 1264.78; Phase 5: 1255.41
ISPY2_122579,0,2,76,3458.988525390625,107.41197111387145,219.96180796527074,global,Phase 0: 1412.04; Phase 1: 3169.18; Phase 2: 3458.99; Phase 3: 3442.01; Phase 4: 3343.09; Phase 5: 3271.22
ISPY2_122795,0,5,31,1393.758056640625,107.41197111387145,219.96180796527074,global,Phase 0: 748.79; Phase 1: 1291.55; Phase 2: 1358.41; Phase 3: 1392.55; Phase 4: 1392.95; Phase 5: 1393.76
ISPY2_123660,0,2,55,1154.718505859375,107.41197111387145,219.96180796527074,global,Phase 0: 311.45; Phase 1: 1034.14; Phase 2: 1154.72; Phase 3: 1107.69; Phase 4: 1045.49; Phase 5: 998.68
ISPY2_125130,0,2,26,1431.097900390625,107.41197111387145,219.96180796527074,global,Phase 0: 554.34; Phase 1: 1242.28; Phase 2: 1431.10; Phase 3: 1410.24; Phase 4: 1401.15; Phase 5: 1430.00
ISPY2_125418,0,5,90,360.9098815917969,107.41197111387145,219.96180796527074,global,Phase 0: 156.91; Phase 1: 228.76; Phase 2: 313.78; Phase 3: 343.23; Phase 4: 352.92; Phase 5: 360.91
ISPY2_127675,0,4,82,2660.654296875,107.41197111387145,219.96180796527074,global,Phase 0: 1200.30; Phase 1: 2301.35; Phase 2: 2582.02; Phase 3: 2622.90; Phase 4: 2660.65; Phase 5: 2653.75
ISPY2_127791,0,2,68,1382.1195068359375,107.41197111387145,219.96180796527074,global,Phase 0: 537.83; Phase 1: 1127.54; Phase 2: 1382.12; Phase 3: 1375.31; Phase 4: 1304.59; Phase 5: 1102.97
ISPY2_128051,0,3,62,1838.116455078125,107.41197111387145,219.96180796527074,global,Phase 0: 1015.34; Phase 1: 1031.51; Phase 2: 1805.25; Phase 3: 1838.12; Phase 4: 1831.41; Phase 5: 1812.93
ISPY2_128675,0,3,44,891.8991088867188,107.41197111387145,219.96180796527074,global,Phase 0: 388.42; Phase 1: 783.47; Phase 2: 866.52; Phase 3: 891.90; Phase 4: 880.11; Phase 5: 889.20
ISPY2_129837,0,3,64,3427.258544921875,107.41197111387145,219.96180796527074,global,Phase 0: 1183.21; Phase 1: 2926.94; Phase 2: 3406.06; Phase 3: 3427.26; Phase 4: 3396.71; Phase 5: 3348.86
ISPY2_129973,0,4,30,228.8566131591797,107.41197111387145,219.96180796527074,global,Phase 0: 120.35; Phase 1: 191.25; Phase 2: 217.63; Phase 3: 225.35; Phase 4: 228.86; Phase 5: 217.95
ISPY2_130580,0,2,86,327.4693298339844,107.41197111387145,219.96180796527074,global,Phase 0: 135.17; Phase 1: 279.80; Phase 2: 327.47; Phase 3: 325.28; Phase 4: 322.95; Phase 5: 318.11
ISPY2_130892,0,3,41,403.06353759765625,107.41197111387145,219.96180796527074,global,Phase 0: 181.64; Phase 1: 358.88; Phase 2: 398.51; Phase 3: 403.06; Phase 4: 398.19; Phase 5: 391.04
ISPY2_131595,0,3,15,1193.7535400390625,107.41197111387145,219.96180796527074,global,Phase 0: 680.30; Phase 1: 1139.41; Phase 2: 1183.88; Phase 3: 1193.75; Phase 4: 1188.18; Phase 5: 1186.88
ISPY2_131961,0,3,92,2663.9853515625,107.41197111387145,219.96180796527074,global,Phase 0: 1139.95; Phase 1: 2296.70; Phase 2: 2610.45; Phase 3: 2663.99; Phase 4: 2584.04; Phase 5: 2623.79
ISPY2_132463,0,3,62,2328.377197265625,107.41197111387145,219.96180796527074,global,Phase 0: 1443.09; Phase 1: 2133.40; Phase 2: 2305.62; Phase 3: 2328.38; Phase 4: 2309.26; Phase 5: 2315.28
ISPY2_133650,0,3,21,2786.810791015625,107.41197111387145,219.96180796527074,global,Phase 0: 1198.78; Phase 1: 2453.10; Phase 2: 2721.28; Phase 3: 2786.81; Phase 4: 2679.08; Phase 5: 2633.52
ISPY2_134526,0,5,94,1846.4940185546875,107.41197111387145,219.96180796527074,global,Phase 0: 1063.15; Phase 1: 1488.22; Phase 2: 1673.06; Phase 3: 1741.74; Phase 4: 1812.20; Phase 5: 1846.49
ISPY2_136536,0,4,18,1855.2647705078125,107.41197111387145,219.96180796527074,global,Phase 0: 1115.56; Phase 1: 1608.95; Phase 2: 1816.87; Phase 3: 1845.06; Phase 4: 1855.26; Phase 5: 1853.94
ISPY2_138027,0,3,41,3983.85205078125,107.41197111387145,219.96180796527074,global,Phase 0: 1522.99; Phase 1: 3382.08; Phase 2: 3919.03; Phase 3: 3983.85; Phase 4: 3947.15; Phase 5: 3679.51
ISPY2_138425,0,3,21,455.3223571777344,107.41197111387145,219.96180796527074,global,Phase 0: 127.32; Phase 1: 304.47; Phase 2: 436.75; Phase 3: 455.32; Phase 4: 454.40; Phase 5: 453.34
ISPY2_139137,0,2,92,998.0062866210938,107.41197111387145,219.96180796527074,global,Phase 0: 365.79; Phase 1: 975.24; Phase 2: 998.01; Phase 3: 970.60; Phase 4: 939.21; Phase 5: 946.91
ISPY2_139771,0,2,64,1693.9949951171875,107.41197111387145,219.96180796527074,global,Phase 0: 558.11; Phase 1: 1525.93; Phase 2: 1693.99; Phase 3: 1582.26; Phase 4: 1529.28; Phase 5: 1480.38
ISPY2_139973,0,5,31,1599.3624267578125,107.41197111387145,219.96180796527074,global,Phase 0: 753.71; Phase 1: 1323.17; Phase 2: 1538.35; Phase 3: 1593.33; Phase 4: 1590.62; Phase 5: 1599.36
ISPY2_141782,0,4,98,492.93896484375,107.41197111387145,219.96180796527074,global,Phase 0: 250.52; Phase 1: 310.35; Phase 2: 430.45; Phase 3: 480.89; Phase 4: 492.94; Phase 5: 490.18
ISPY2_142688,0,5,40,136.98728942871094,107.41197111387145,219.96180796527074,global,Phase 0: 69.53; Phase 1: 114.45; Phase 2: 131.17; Phase 3: 134.92; Phase 4: 135.53; Phase 5: 136.99
ISPY2_144302,0,2,88,343.8670349121094,107.41197111387145,219.96180796527074,global,Phase 0: 132.56; Phase 1: 262.47; Phase 2: 343.87; Phase 3: 339.40; Phase 4: 330.65; Phase 5: 324.83
ISPY2_145513,0,3,67,417.091064453125,107.41197111387145,219.96180796527074,global,Phase 0: 197.82; Phase 1: 315.12; Phase 2: 410.03; Phase 3: 417.09; Phase 4: 406.97; Phase 5: 400.58
ISPY2_145777,0,3,89,441.05279541015625,107.41197111387145,219.96180796527074,global,Phase 0: 171.45; Phase 1: 336.42; Phase 2: 435.26; Phase 3: 441.05; Phase 4: 436.99; Phase 5: 427.25
ISPY2_146033,0,4,52,1043.106689453125,107.41197111387145,219.96180796527074,global,Phase 0: 420.47; Phase 1: 847.24; Phase 2: 1030.13; Phase 3: 1022.30; Phase 4: 1043.11; Phase 5: 1002.91
ISPY2_146987,0,4,32,546.1070556640625,107.41197111387145,219.96180796527074,global,Phase 0: 249.91; Phase 1: 495.67; Phase 2: 542.98; Phase 3: 543.87; Phase 4: 546.11; Phase 5: 540.69
ISPY2_147139,0,2,39,4244.2646484375,107.41197111387145,219.96180796527074,global,Phase 0: 1648.63; Phase 1: 4073.65; Phase 2: 4244.26; Phase 3: 4170.87; Phase 4: 4073.73; Phase 5: 4018.97
ISPY2_148357,0,2,43,1032.6890869140625,107.41197111387145,219.96180796527074,global,Phase 0: 528.08; Phase 1: 962.37; Phase 2: 1032.69; Phase 3: 1025.84; Phase 4: 1001.39; Phase 5: 986.15
ISPY2_149654,0,4,30,308.7178649902344,107.41197111387145,219.96180796527074,global,Phase 0: 136.56; Phase 1: 258.88; Phase 2: 297.91; Phase 3: 307.63; Phase 4: 308.72; Phase 5: 306.69
ISPY2_150547,0,3,46,468.4918518066406,107.41197111387145,219.96180796527074,global,Phase 0: 347.24; Phase 1: 444.64; Phase 2: 467.90; Phase 3: 468.49; Phase 4: 467.53; Phase 5: 465.50
ISPY2_151230,0,4,36,394.0462341308594,107.41197111387145,219.96180796527074,global,Phase 0: 155.76; Phase 1: 283.69; Phase 2: 373.01; Phase 3: 389.60; Phase 4: 394.05; Phase 5: 386.51
ISPY2_151481,0,4,89,593.3106689453125,107.41197111387145,219.96180796527074,global,Phase 0: 232.70; Phase 1: 500.24; Phase 2: 579.57; Phase 3: 592.44; Phase 4: 593.31
ISPY2_151980,0,5,76,671.1611938476562,107.41197111387145,219.96180796527074,global,Phase 0: 187.31; Phase 1: 489.81; Phase 2: 611.38; Phase 3: 644.86; Phase 4: 658.69; Phase 5: 671.16
ISPY2_152090,0,4,35,1409.2977294921875,107.41197111387145,219.96180796527074,global,Phase 0: 762.01; Phase 1: 1244.93; Phase 2: 1338.50; Phase 3: 1352.31; Phase 4: 1409.30; Phase 5: 1409.17
ISPY2_152197,0,3,43,2132.939453125,107.41197111387145,219.96180796527074,global,Phase 0: 642.31; Phase 1: 1756.92; Phase 2: 2046.86; Phase 3: 2132.94; Phase 4: 2098.85; Phase 5: 1970.99
ISPY2_153327,0,4,65,198.33221435546875,107.41197111387145,219.96180796527074,global,Phase 0: 92.77; Phase 1: 187.59; Phase 2: 194.46; Phase 3: 196.01; Phase 4: 198.33; Phase 5: 193.66
ISPY2_153880,0,2,49,350.3214111328125,107.41197111387145,219.96180796527074,global,Phase 0: 135.40; Phase 1: 321.48; Phase 2: 350.32; Phase 3: 343.94; Phase 4: 336.92; Phase 5: 329.09
ISPY2_154293,0,3,44,928.1344604492188,107.41197111387145,219.96180796527074,global,Phase 0: 428.07; Phase 1: 789.25; Phase 2: 912.85; Phase 3: 928.13; Phase 4: 923.32; Phase 5: 903.32
ISPY2_155171,0,2,78,2965.55029296875,107.41197111387145,219.96180796527074,global,Phase 0: 905.41; Phase 1: 2836.55; Phase 2: 2965.55; Phase 3: 2875.37; Phase 4: 2786.52; Phase 5: 2696.04
ISPY2_156163,0,2,35,625.4961547851562,107.41197111387145,219.96180796527074,global,Phase 0: 286.33; Phase 1: 535.25; Phase 2: 625.50; Phase 3: 616.17; Phase 4: 613.64; Phase 5: 598.50
ISPY2_157270,0,2,68,903.2666015625,107.41197111387145,219.96180796527074,global,Phase 0: 275.46; Phase 1: 762.10; Phase 2: 903.27; Phase 3: 885.58; Phase 4: 872.21; Phase 5: 844.85
ISPY2_157463,0,2,56,508.93646240234375,107.41197111387145,219.96180796527074,global,Phase 0: 257.13; Phase 1: 466.94; Phase 2: 508.94; Phase 3: 505.40; Phase 4: 498.37; Phase 5: 492.91
ISPY2_159284,0,4,40,503.2180480957031,107.41197111387145,219.96180796527074,global,Phase 0: 200.59; Phase 1: 479.11; Phase 2: 500.44; Phase 3: 501.92; Phase 4: 503.22; Phase 5: 501.39
ISPY2_159352,0,2,38,506.52423095703125,107.41197111387145,219.96180796527074,global,Phase 0: 209.17; Phase 1: 405.82; Phase 2: 506.52; Phase 3: 500.12; Phase 4: 491.61; Phase 5: 488.48
